start_date,end_date,state,sample_size,population,Clinton,Trump
2015-11-07,2015-11-08,South Carolina,1290.0,v,40.63694,45.19826
2015-11-07,2015-11-08,South Carolina,1290.0,v,40.4882,45.19637
2015-11-07,2015-11-08,South Carolina,1290.0,v,40.69941,45.18212
2015-11-09,2015-11-13,Virginia,555.0,rv,49.81532,36.2105
2015-11-09,2015-11-13,Virginia,555.0,rv,49.00173,37.02524
2015-11-09,2015-11-13,Virginia,555.0,rv,49.3535,36.90794
2015-11-11,2015-11-15,Colorado,1262.0,rv,36.06331,45.78302
2015-11-11,2015-11-15,Colorado,1262.0,rv,35.86518,45.76778
2015-11-11,2015-11-15,Colorado,1262.0,rv,36.04188,45.63905
2015-11-12,2015-11-15,Wisconsin,803.0,rv,47.42836,37.97394
2015-11-12,2015-11-15,Wisconsin,803.0,rv,47.27073,38.05898
2015-11-12,2015-11-15,Wisconsin,803.0,rv,47.57453,37.87221
2015-11-06,2015-11-16,New Hampshire,530.0,rv,45.40125,38.46687
2015-11-06,2015-11-16,New Hampshire,530.0,rv,45.209790000000005,38.59373
2015-11-06,2015-11-16,New Hampshire,530.0,rv,45.39273,38.40193
2015-11-10,2015-11-16,Iowa,641.0,rv,41.85953,41.09665
2015-11-10,2015-11-16,South Carolina,627.0,rv,42.21781,45.55769
2015-11-10,2015-11-16,Nevada,628.0,rv,41.54632,44.81812
2015-11-10,2015-11-16,Iowa,641.0,rv,41.69384,41.21837
2015-11-10,2015-11-16,South Carolina,627.0,rv,42.05678,45.62137
2015-11-10,2015-11-16,Nevada,628.0,rv,41.3633,44.90135
2015-11-10,2015-11-16,Iowa,641.0,rv,41.85759,41.031220000000005
2015-11-10,2015-11-16,South Carolina,627.0,rv,42.24942,45.51283
2015-11-10,2015-11-16,Nevada,628.0,rv,41.54443,44.74835
2015-11-13,2015-11-16,U.S.,2001.0,rv,44.9939,44.36318
2015-11-13,2015-11-16,U.S.,2001.0,rv,44.85706,44.51641
2015-11-13,2015-11-16,U.S.,2001.0,rv,45.014140000000005,44.31849
2015-11-15,2015-11-16,Florida,829.0,rv,41.90924,48.72924
2015-11-15,2015-11-16,Florida,829.0,rv,42.062740000000005,48.79643
2015-11-15,2015-11-16,Florida,829.0,rv,41.86858,48.68129
2015-11-15,2015-11-17,New Hampshire,804.0,rv,46.98879,39.23964
2015-11-15,2015-11-17,New Hampshire,804.0,rv,46.81858,39.30677
2015-11-15,2015-11-17,New Hampshire,804.0,rv,47.02269,39.0808
2015-11-16,2015-11-17,U.S.,1360.0,v,43.36824,42.24252
2015-11-16,2015-11-17,U.S.,1360.0,v,43.23576,42.37711
2015-11-16,2015-11-17,U.S.,1360.0,v,43.41459,42.23025
2015-11-16,2015-11-19,U.S.,1016.0,rv,41.60438,46.0232
2015-11-16,2015-11-19,U.S.,1016.0,rv,41.49609,46.08751
2015-11-16,2015-11-19,U.S.,1016.0,rv,41.66925,45.8827
2015-11-16,2015-11-23,Montana,435.0,a,29.066090000000003,49.7611
2015-11-16,2015-11-23,Montana,435.0,a,28.76681,49.04129
2015-11-16,2015-11-23,Montana,435.0,a,28.95405,49.0112
2015-11-23,2015-11-30,U.S.,1473.0,rv,47.03617,40.30246
2015-11-23,2015-11-30,U.S.,1473.0,rv,46.87833,40.36045
2015-11-23,2015-11-30,U.S.,1473.0,rv,47.0407,40.19308
2015-11-27,2015-12-01,U.S.,930.0,rv,47.75193,43.95466
2015-11-27,2015-12-01,U.S.,930.0,rv,47.48304,44.08582
2015-11-27,2015-12-01,U.S.,930.0,rv,47.772290000000005,43.83161
2015-11-15,2015-12-02,U.S.,2360.0,rv,50.03764,41.48533
2015-11-15,2015-12-02,U.S.,2360.0,rv,49.873470000000005,41.59429
2015-11-15,2015-12-02,U.S.,2360.0,rv,50.00593,41.46918
2015-11-30,2015-12-02,New Hampshire,990.0,v,44.67209,39.00136
2015-11-30,2015-12-02,New Hampshire,990.0,v,44.49586,39.17873
2015-11-30,2015-12-02,New Hampshire,990.0,v,44.6786,38.97565
2015-11-29,2015-12-03,U.S.,746.0,lv,47.75153,37.82746
2015-11-29,2015-12-03,Florida,404.0,lv,46.41326,42.488890000000005
2015-11-29,2015-12-03,U.S.,746.0,lv,47.71266,38.23227
2015-11-29,2015-12-03,Florida,404.0,lv,46.38995,42.90545
2015-11-29,2015-12-03,U.S.,746.0,lv,48.02565,37.87049
2015-11-29,2015-12-03,Florida,404.0,lv,46.68507,42.52878
2015-12-02,2015-12-06,U.S.,1000.0,lv,45.6643,42.47778
2015-12-02,2015-12-06,U.S.,1000.0,lv,45.63632,42.75108
2015-12-02,2015-12-06,U.S.,1000.0,lv,45.77198,42.65867
2015-12-03,2015-12-07,U.S.,2047.0,rv,40.90628,46.93643
2015-12-03,2015-12-07,U.S.,2047.0,rv,40.78875,47.130390000000006
2015-12-03,2015-12-07,U.S.,2047.0,rv,40.91743,46.89668
2015-12-05,2015-12-07,North Carolina,1214.0,v,41.27717,45.73933
2015-12-05,2015-12-07,North Carolina,1214.0,v,41.186240000000005,45.88617
2015-12-05,2015-12-07,North Carolina,1214.0,v,41.30383,45.7119
2015-12-07,2015-12-08,U.S.,1995.0,rv,49.2815,46.68803
2015-12-07,2015-12-08,U.S.,1995.0,rv,49.18483,46.96166
2015-12-07,2015-12-08,U.S.,1995.0,rv,49.31542,46.74064
2015-12-04,2015-12-09,Arizona,504.0,lv,40.1995,42.75058
2015-12-04,2015-12-09,Arizona,504.0,lv,40.1197,43.0384
2015-12-04,2015-12-09,Arizona,504.0,lv,40.20255,42.81184
2015-12-06,2015-12-09,U.S.,849.0,rv,48.79864,41.3512
2015-12-06,2015-12-09,U.S.,849.0,rv,48.94616,41.66566
2015-12-06,2015-12-09,U.S.,849.0,rv,48.80267,41.38738
2015-12-10,2015-12-13,U.S.,851.0,rv,47.88683,43.38151
2015-12-10,2015-12-13,Iowa,1426.0,v,43.09873,41.77858
2015-12-10,2015-12-13,U.S.,851.0,rv,47.65574,43.55732
2015-12-10,2015-12-13,Iowa,1426.0,v,42.96421,41.92839
2015-12-10,2015-12-13,U.S.,851.0,rv,47.74236,43.41086
2015-12-10,2015-12-13,Iowa,1426.0,v,43.111,41.75171
2015-12-08,2015-12-14,Utah,622.0,a,26.31163,33.58078
2015-12-08,2015-12-14,Utah,622.0,a,25.7667,32.57632
2015-12-08,2015-12-14,Utah,622.0,a,26.05471,32.47009
2015-12-11,2015-12-15,U.S.,4038.0,rv,46.8661,43.13749
2015-12-11,2015-12-15,U.S.,4038.0,rv,46.75781,43.33048
2015-12-11,2015-12-15,U.S.,4038.0,rv,46.87495,43.098490000000005
2015-12-13,2015-12-17,U.S.,289.0,lv,41.02835,31.429040000000004
2015-12-13,2015-12-17,U.S.,289.0,lv,40.90421,31.73325
2015-12-13,2015-12-17,U.S.,289.0,lv,41.02875,31.635340000000003
2015-12-16,2015-12-17,U.S.,1267.0,v,41.22911,40.03786
2015-12-16,2015-12-17,U.S.,1013.0,rv,49.47042,38.78543
2015-12-16,2015-12-17,U.S.,1267.0,v,41.13,40.19588
2015-12-16,2015-12-17,U.S.,1013.0,rv,49.39468,38.86992
2015-12-16,2015-12-17,U.S.,1267.0,v,41.264590000000005,40.03045
2015-12-16,2015-12-17,U.S.,1013.0,rv,49.52503,38.6494
2015-12-14,2015-12-18,U.S.,620.0,lv,41.52267,29.05415
2015-12-14,2015-12-18,U.S.,620.0,lv,41.3993,29.35864
2015-12-14,2015-12-18,U.S.,620.0,lv,41.52278,29.26057
2015-12-15,2015-12-19,U.S.,876.0,lv,40.61699,30.57925
2015-12-15,2015-12-19,U.S.,876.0,lv,40.49438,30.88402
2015-12-15,2015-12-19,U.S.,876.0,lv,40.61682,30.78579
2015-12-16,2015-12-20,U.S.,1140.0,rv,46.929840000000006,39.83982
2015-12-16,2015-12-20,U.S.,1130.0,lv,41.51041,29.2053
2015-12-16,2015-12-20,U.S.,1140.0,rv,46.797340000000005,39.90031
2015-12-16,2015-12-20,U.S.,1130.0,lv,41.38908,29.50966
2015-12-16,2015-12-20,U.S.,1140.0,rv,46.92786,39.73288
2015-12-16,2015-12-20,U.S.,1130.0,lv,41.50998,29.41191
2015-12-17,2015-12-20,U.S.,754.0,rv,47.18688,45.03668
2015-12-17,2015-12-20,U.S.,754.0,rv,47.10816,45.05755
2015-12-17,2015-12-20,U.S.,754.0,rv,47.28239,44.84285
2015-12-17,2015-12-21,U.S.,927.0,rv,47.64948,45.46278
2015-12-17,2015-12-21,U.S.,1425.0,lv,41.70433,29.93092
2015-12-17,2015-12-21,U.S.,927.0,rv,47.40419,45.59471
2015-12-17,2015-12-21,U.S.,1425.0,lv,41.58386,30.23549
2015-12-17,2015-12-21,U.S.,927.0,rv,47.66384,45.34189
2015-12-17,2015-12-21,U.S.,1425.0,lv,41.70366,30.13761
2015-12-18,2015-12-22,U.S.,1423.0,lv,41.19836,30.55645
2015-12-18,2015-12-22,U.S.,1423.0,lv,41.07922,30.8605
2015-12-18,2015-12-22,U.S.,1423.0,lv,41.19751,30.76316
2015-12-19,2015-12-23,U.S.,1358.0,lv,39.693000000000005,32.38086
2015-12-19,2015-12-23,U.S.,1358.0,lv,39.57443,32.6854
2015-12-19,2015-12-23,U.S.,1358.0,lv,39.69192,32.58764
2015-12-22,2015-12-23,U.S.,1000.0,lv,35.742670000000004,34.99751
2015-12-22,2015-12-23,U.S.,1000.0,lv,35.7024,35.15525
2015-12-22,2015-12-23,U.S.,1000.0,lv,35.773340000000005,35.0343
2015-12-20,2015-12-24,U.S.,1330.0,lv,40.48726,32.8061
2015-12-20,2015-12-24,U.S.,1330.0,lv,40.36902,33.11165
2015-12-20,2015-12-24,U.S.,1330.0,lv,40.48591,33.013000000000005
2015-12-21,2015-12-25,U.S.,1334.0,lv,40.08151,34.53201
2015-12-21,2015-12-25,U.S.,1334.0,lv,39.96361,34.83863
2015-12-21,2015-12-25,U.S.,1334.0,lv,40.0799,34.73903
2015-12-22,2015-12-26,U.S.,1367.0,lv,40.07574,34.857620000000004
2015-12-22,2015-12-26,U.S.,1367.0,lv,39.95816,35.16547
2015-12-22,2015-12-26,U.S.,1367.0,lv,40.07386,35.06476
2015-12-23,2015-12-27,U.S.,1413.0,lv,40.36909,34.28461
2015-12-23,2015-12-27,U.S.,1413.0,lv,40.2521,34.5935
2015-12-23,2015-12-27,U.S.,1413.0,lv,40.36695,34.49187
2015-12-24,2015-12-28,U.S.,1603.0,lv,41.16384,32.7097
2015-12-24,2015-12-28,U.S.,1603.0,lv,41.04771,33.01928
2015-12-24,2015-12-28,U.S.,1603.0,lv,41.16148,32.91703
2015-12-25,2015-12-29,U.S.,1692.0,lv,40.75864,33.534859999999995
2015-12-25,2015-12-29,U.S.,1692.0,lv,40.643240000000006,33.84531
2015-12-25,2015-12-29,U.S.,1692.0,lv,40.75608,33.74225
2015-12-26,2015-12-30,U.S.,1708.0,lv,40.55295,33.661640000000006
2015-12-26,2015-12-30,U.S.,1708.0,lv,40.43817,33.97352
2015-12-26,2015-12-30,U.S.,1708.0,lv,40.55016,33.86913
2015-12-27,2015-12-31,U.S.,1586.0,lv,41.1478,33.68788
2015-12-27,2015-12-31,U.S.,1586.0,lv,41.03368,34.00135
2015-12-27,2015-12-31,U.S.,1586.0,lv,41.14478,33.89547
2015-12-28,2016-01-01,U.S.,250.0,lv,35.94316,39.81307
2015-12-28,2016-01-01,U.S.,250.0,lv,35.830220000000004,40.12728
2015-12-28,2016-01-01,U.S.,250.0,lv,35.93998,40.02069
2015-12-29,2016-01-02,U.S.,514.0,lv,41.43852,34.538270000000004
2015-12-29,2016-01-02,U.S.,514.0,lv,41.32676,34.8532
2015-12-29,2016-01-02,U.S.,514.0,lv,41.43517,34.745909999999995
2015-12-30,2016-01-03,U.S.,831.0,lv,40.53389,34.06347
2015-12-30,2016-01-03,U.S.,831.0,lv,40.4233,34.37912
2015-12-30,2016-01-03,U.S.,831.0,lv,40.53036,34.27114
2015-12-31,2016-01-04,U.S.,1203.0,lv,40.72925,34.48866
2015-12-31,2016-01-04,U.S.,1203.0,lv,40.61984,34.80503
2015-12-31,2016-01-04,U.S.,1203.0,lv,40.72556,34.69637
2016-01-01,2016-01-05,U.S.,1465.0,lv,39.72462,35.31387
2016-01-01,2016-01-05,U.S.,1465.0,lv,39.61638,35.630959999999995
2016-01-01,2016-01-05,U.S.,1465.0,lv,39.72076,35.5216
2016-01-02,2016-01-06,U.S.,1477.0,lv,39.82043,35.53823
2016-01-02,2016-01-06,U.S.,1477.0,lv,39.71352,35.85555
2016-01-02,2016-01-06,U.S.,1477.0,lv,39.81644,35.74595
2016-01-04,2016-01-06,New Hampshire,1036.0,v,47.45498,35.055609999999994
2016-01-04,2016-01-06,New Hampshire,1036.0,v,47.32098,35.24792
2016-01-04,2016-01-06,New Hampshire,1036.0,v,47.45123,35.03328
2016-01-02,2016-01-07,Iowa,1470.0,rv,45.66093,41.46298
2016-01-02,2016-01-07,New Hampshire,957.0,rv,42.15319,45.09533
2016-01-02,2016-01-07,Iowa,1470.0,rv,45.51131,41.58585
2016-01-02,2016-01-07,New Hampshire,957.0,rv,41.98135,45.24636
2016-01-02,2016-01-07,Iowa,1470.0,rv,45.59283,41.432190000000006
2016-01-02,2016-01-07,New Hampshire,957.0,rv,42.07473,45.06726
2016-01-03,2016-01-07,U.S.,1531.0,lv,38.01546,37.06377
2016-01-03,2016-01-07,U.S.,1531.0,lv,37.91021,37.38108
2016-01-03,2016-01-07,U.S.,1531.0,lv,38.01137,37.27148
2016-01-04,2016-01-07,U.S.,1006.0,rv,44.36352,48.29554
2016-01-04,2016-01-07,U.S.,1006.0,rv,44.30703,48.39232
2016-01-04,2016-01-07,U.S.,1006.0,rv,44.41412,48.16067
2016-01-04,2016-01-08,U.S.,1411.0,lv,39.11009,37.08936
2016-01-04,2016-01-08,U.S.,1411.0,lv,39.00673,37.40642
2016-01-04,2016-01-08,U.S.,1411.0,lv,39.10591,37.29705
2016-01-05,2016-01-09,U.S.,1282.0,lv,39.5053,35.9134
2016-01-05,2016-01-09,U.S.,1282.0,lv,39.40348,36.23021
2016-01-05,2016-01-09,U.S.,1282.0,lv,39.50103,36.12108
2016-01-09,2016-01-09,Illinois,502.0,lv,38.53131,28.82602
2016-01-09,2016-01-09,Illinois,502.0,lv,38.40306,29.07437
2016-01-09,2016-01-09,Illinois,502.0,lv,38.54425,28.90035
2016-01-06,2016-01-10,U.S.,1293.0,lv,40.50104,34.63683
2016-01-06,2016-01-10,U.S.,1293.0,lv,40.4005,34.953520000000005
2016-01-06,2016-01-10,U.S.,1293.0,lv,40.49672,34.84445
2016-01-08,2016-01-10,Iowa,1901.0,v,39.94231,41.52548
2016-01-08,2016-01-10,U.S.,2173.0,rv,42.72258,46.81895
2016-01-08,2016-01-10,Iowa,1901.0,v,39.83644,41.68888
2016-01-08,2016-01-10,U.S.,2173.0,rv,42.6403,47.02486
2016-01-08,2016-01-10,Iowa,1901.0,v,39.94858,41.50032
2016-01-08,2016-01-10,U.S.,2173.0,rv,42.726040000000005,46.781490000000005
2016-01-10,2016-01-10,U.S.,2416.0,rv,47.10538,49.51869
2016-01-10,2016-01-10,U.S.,2416.0,rv,47.04126,49.80382
2016-01-10,2016-01-10,U.S.,2416.0,rv,47.13241,49.57329
2016-01-07,2016-01-11,U.S.,1274.0,lv,40.996190000000006,33.96025
2016-01-07,2016-01-11,U.S.,1274.0,lv,40.89653,34.27684
2016-01-07,2016-01-11,U.S.,1274.0,lv,40.99178,34.16785
2016-01-05,2016-01-12,Alaska,651.0,rv,41.65445,48.04663
2016-01-05,2016-01-12,Alaska,651.0,rv,41.04438,47.88869
2016-01-05,2016-01-12,Alaska,651.0,rv,41.16232,47.51344
2016-01-08,2016-01-12,U.S.,1260.0,lv,42.79062,33.98332
2016-01-08,2016-01-12,U.S.,1260.0,lv,42.69143,34.29967
2016-01-08,2016-01-12,U.S.,1260.0,lv,42.78614,34.190909999999995
2016-01-12,2016-01-12,Alabama,2700.0,rv,30.8459,67.32191
2016-01-12,2016-01-12,Alabama,2700.0,rv,30.81596,67.44778000000001
2016-01-12,2016-01-12,Alabama,2700.0,rv,30.801340000000003,67.43598
2016-01-09,2016-01-13,U.S.,800.0,rv,49.61742,43.20536
2016-01-09,2016-01-13,U.S.,1324.0,lv,41.78552,34.70682
2016-01-09,2016-01-13,U.S.,800.0,rv,49.7984,43.53086
2016-01-09,2016-01-13,U.S.,1324.0,lv,41.68724,35.02271
2016-01-09,2016-01-13,U.S.,800.0,rv,49.61446,43.24353
2016-01-09,2016-01-13,U.S.,1324.0,lv,41.78094,34.9144
2016-01-10,2016-01-14,U.S.,1339.0,lv,41.37935,35.53041
2016-01-10,2016-01-14,U.S.,1339.0,lv,41.28195,35.8457
2016-01-10,2016-01-14,U.S.,1339.0,lv,41.37472,35.73794
2016-01-11,2016-01-15,U.S.,1373.0,lv,41.57312,36.25422
2016-01-11,2016-01-15,U.S.,1373.0,lv,41.47639,36.5692
2016-01-11,2016-01-15,U.S.,1373.0,lv,41.56846,36.46169
2016-01-12,2016-01-16,U.S.,1357.0,lv,42.56852,34.877140000000004
2016-01-12,2016-01-16,U.S.,1357.0,lv,42.47274,35.19183
2016-01-12,2016-01-16,U.S.,1357.0,lv,42.56376,35.084590000000006
2016-01-13,2016-01-17,U.S.,1303.0,lv,42.26423,33.99978
2016-01-13,2016-01-17,U.S.,1303.0,lv,42.16931,34.31419
2016-01-13,2016-01-17,U.S.,1303.0,lv,42.25938,34.2072
2016-01-14,2016-01-17,U.S.,4060.0,rv,44.68564,44.98264
2016-01-14,2016-01-17,U.S.,4060.0,rv,44.60938,45.1865
2016-01-14,2016-01-17,U.S.,4060.0,rv,44.6886,44.94493
2016-01-13,2016-01-18,New Hampshire,839.0,lv,45.30858,39.18637
2016-01-13,2016-01-18,New Hampshire,839.0,lv,45.10375,39.45541
2016-01-13,2016-01-18,New Hampshire,839.0,lv,45.38222,39.25751
2016-01-14,2016-01-18,U.S.,1301.0,lv,41.45925,34.82392
2016-01-14,2016-01-18,U.S.,1301.0,lv,41.36561,35.13848
2016-01-14,2016-01-18,U.S.,1301.0,lv,41.45434,35.0313
2016-01-15,2016-01-18,Florida,1008.0,rv,44.60415,48.31804
2016-01-15,2016-01-18,Florida,1008.0,rv,44.82008,48.42652
2016-01-15,2016-01-18,Florida,1008.0,rv,44.54716,48.27626
2016-01-15,2016-01-19,U.S.,1296.0,lv,39.85411,36.84926
2016-01-15,2016-01-19,U.S.,1296.0,lv,39.76165,37.1647
2016-01-15,2016-01-19,U.S.,1296.0,lv,39.84915,37.05656
2016-01-18,2016-01-19,North Carolina,1214.0,v,41.0629,44.7519
2016-01-18,2016-01-19,North Carolina,1214.0,v,41.01149,44.90998
2016-01-18,2016-01-19,North Carolina,1214.0,v,41.08212,44.72609
2016-01-16,2016-01-20,U.S.,1250.0,lv,39.54885,38.37331
2016-01-16,2016-01-20,U.S.,1250.0,lv,39.45705,38.68942
2016-01-16,2016-01-20,U.S.,1250.0,lv,39.54385,38.58054
2016-01-18,2016-01-20,Minnesota,800.0,rv,40.70547,39.25222
2016-01-18,2016-01-20,Minnesota,800.0,rv,40.68902,39.04602
2016-01-18,2016-01-20,Minnesota,800.0,rv,40.80506,39.01975
2016-01-19,2016-01-20,U.S.,843.0,lv,43.47237,46.99377
2016-01-19,2016-01-20,U.S.,843.0,lv,43.47721,47.11193
2016-01-19,2016-01-20,U.S.,843.0,lv,43.43163,47.03556
2016-01-17,2016-01-21,U.S.,1288.0,lv,39.54359,39.29737
2016-01-17,2016-01-21,U.S.,1288.0,lv,39.45245,39.61414
2016-01-17,2016-01-21,U.S.,1288.0,lv,39.53855,39.50453
2016-01-18,2016-01-22,U.S.,1295.0,lv,39.13573,40.32246
2016-01-18,2016-01-22,U.S.,1295.0,lv,39.0444,40.64033
2016-01-18,2016-01-22,U.S.,1295.0,lv,39.13063,40.52958
2016-01-19,2016-01-23,U.S.,1275.0,lv,40.42842,39.14639
2016-01-19,2016-01-23,U.S.,1275.0,lv,40.33698,39.4649
2016-01-19,2016-01-23,U.S.,1275.0,lv,40.42328,39.35346
2016-01-20,2016-01-24,U.S.,1296.0,lv,43.12146,35.97044
2016-01-20,2016-01-24,U.S.,1296.0,lv,43.02975,36.28975
2016-01-20,2016-01-24,U.S.,1296.0,lv,43.11625,36.17749
2016-01-21,2016-01-24,U.S.,907.0,rv,46.45732,46.32761
2016-01-21,2016-01-24,U.S.,4001.0,rv,45.63857,42.15446
2016-01-21,2016-01-24,Wisconsin,806.0,rv,46.05229,39.87953
2016-01-21,2016-01-24,U.S.,907.0,rv,46.23979,46.47579
2016-01-21,2016-01-24,U.S.,4001.0,rv,45.56323,42.36458
2016-01-21,2016-01-24,Wisconsin,806.0,rv,45.95601,40.036840000000005
2016-01-21,2016-01-24,U.S.,907.0,rv,46.46707,46.20708
2016-01-21,2016-01-24,U.S.,4001.0,rv,45.64114,42.11644
2016-01-21,2016-01-24,Wisconsin,806.0,rv,46.17913,39.78556
2016-01-21,2016-01-25,U.S.,1311.0,lv,44.31218,34.09576
2016-01-21,2016-01-25,U.S.,1311.0,lv,44.21946,34.41657
2016-01-21,2016-01-25,U.S.,1311.0,lv,44.30688,34.3028
2016-01-18,2016-01-26,Virginia,524.0,lv,50.16521,34.949090000000005
2016-01-18,2016-01-26,Virginia,524.0,lv,49.38831,36.02074
2016-01-18,2016-01-26,Virginia,524.0,lv,49.66534,35.82755
2016-01-22,2016-01-26,U.S.,1330.0,lv,43.10517,35.4206
2016-01-22,2016-01-26,U.S.,1330.0,lv,43.01292,35.74262
2016-01-22,2016-01-26,U.S.,1330.0,lv,43.0998,35.62762
2016-01-23,2016-01-26,Michigan,600.0,lv,41.42282,41.18622
2016-01-23,2016-01-26,Michigan,600.0,lv,41.22671,41.5494
2016-01-23,2016-01-26,Michigan,600.0,lv,41.56049,41.35821
2016-01-23,2016-01-27,U.S.,1371.0,lv,43.99923,34.74552
2016-01-23,2016-01-27,U.S.,1371.0,lv,43.90753,35.06906
2016-01-23,2016-01-27,U.S.,1371.0,lv,43.9938,34.952490000000004
2016-01-24,2016-01-28,U.S.,1387.0,lv,42.8924,35.66985
2016-01-24,2016-01-28,U.S.,1387.0,lv,42.80046,35.99467
2016-01-24,2016-01-28,U.S.,1387.0,lv,42.88693,35.87677
2016-01-25,2016-01-29,U.S.,1522.0,lv,43.58472,35.89369
2016-01-25,2016-01-29,U.S.,1522.0,lv,43.49166,36.219640000000005
2016-01-25,2016-01-29,U.S.,1522.0,lv,43.57922,36.10055
2016-01-26,2016-01-30,U.S.,1578.0,lv,44.2776,35.21688
2016-01-26,2016-01-30,U.S.,1578.0,lv,44.18375,35.54355
2016-01-26,2016-01-30,U.S.,1578.0,lv,44.27208,35.42365
2016-01-27,2016-01-31,U.S.,1584.0,lv,44.46897,35.1408
2016-01-27,2016-01-31,U.S.,1584.0,lv,44.37368,35.46869
2016-01-27,2016-01-31,U.S.,1584.0,lv,44.46345,35.34749
2016-01-28,2016-02-01,U.S.,1557.0,lv,43.9608,35.06408
2016-01-28,2016-02-01,U.S.,1557.0,lv,43.86443,35.39277
2016-01-28,2016-02-01,U.S.,1557.0,lv,43.95528,35.27068
2016-01-29,2016-02-02,U.S.,1573.0,lv,44.65231,34.88782
2016-01-29,2016-02-02,U.S.,1573.0,lv,44.55434,35.21778
2016-01-29,2016-02-02,U.S.,1573.0,lv,44.64678,35.09433
2016-01-30,2016-02-03,U.S.,1426.0,lv,42.44372,36.71133
2016-01-30,2016-02-03,U.S.,1426.0,lv,42.34401,37.04259
2016-01-30,2016-02-03,U.S.,1426.0,lv,42.438190000000006,36.91776
2016-01-31,2016-02-03,New York,930.0,rv,56.83344,35.66302
2016-01-31,2016-02-03,New York,930.0,rv,56.76408000000001,35.67673
2016-01-31,2016-02-03,New York,930.0,rv,56.89144,35.52956
2016-02-02,2016-02-03,U.S.,1236.0,v,44.946740000000005,40.21077
2016-02-02,2016-02-03,U.S.,1236.0,v,44.87242,40.39453
2016-02-02,2016-02-03,U.S.,1236.0,v,44.97684,40.20295
2016-01-31,2016-02-04,U.S.,1345.0,lv,40.33768,38.63445
2016-01-31,2016-02-04,U.S.,1345.0,lv,40.23785,38.96677
2016-01-31,2016-02-04,U.S.,1345.0,lv,40.33213,38.84077
2016-02-02,2016-02-04,New Hampshire,1417.0,rv,42.905190000000005,41.49698
2016-02-02,2016-02-04,U.S.,1125.0,rv,45.65405,41.98668
2016-02-02,2016-02-04,New Hampshire,1417.0,rv,42.94718,41.70516
2016-02-02,2016-02-04,U.S.,1125.0,rv,45.54507,42.07332
2016-02-02,2016-02-04,New Hampshire,1417.0,rv,42.8181,41.38457
2016-02-02,2016-02-04,U.S.,1125.0,rv,45.64695,41.87926
2016-02-01,2016-02-05,U.S.,1318.0,lv,42.03461,36.35215
2016-02-01,2016-02-05,U.S.,1318.0,lv,41.9368,36.68267
2016-02-01,2016-02-05,U.S.,1318.0,lv,42.02907,36.55829
2016-02-03,2016-02-05,New Hampshire,1417.0,rv,44.89526,40.52064
2016-02-03,2016-02-05,New Hampshire,1417.0,rv,44.93565,40.72815
2016-02-03,2016-02-05,New Hampshire,1417.0,rv,44.8081,40.40801
2016-01-30,2016-02-06,Florida,608.0,rv,45.17537,41.85483
2016-01-30,2016-02-06,Florida,608.0,rv,45.13325,41.96979
2016-01-30,2016-02-06,Florida,608.0,rv,45.21553,41.789190000000005
2016-02-02,2016-02-06,U.S.,1332.0,lv,42.12625,36.67209
2016-02-02,2016-02-06,U.S.,1332.0,lv,42.02708,37.00205
2016-02-02,2016-02-06,U.S.,1332.0,lv,42.12064,36.878040000000006
2016-02-04,2016-02-06,New Hampshire,1413.0,rv,43.88824,40.54473
2016-02-04,2016-02-06,New Hampshire,1413.0,rv,43.92862,40.75184
2016-02-04,2016-02-06,New Hampshire,1413.0,rv,43.80107,40.43192
2016-02-03,2016-02-07,U.S.,1310.0,lv,43.22034,35.69239
2016-02-03,2016-02-07,U.S.,2197.0,rv,45.54673,43.4511
2016-02-03,2016-02-07,U.S.,1310.0,lv,43.12116,36.02202
2016-02-03,2016-02-07,U.S.,2197.0,rv,45.464940000000006,43.67003
2016-02-03,2016-02-07,U.S.,1310.0,lv,43.21472,35.89819
2016-02-03,2016-02-07,U.S.,2197.0,rv,45.54898,43.41183
2016-02-05,2016-02-07,New Hampshire,1411.0,rv,43.88165,41.56755
2016-02-05,2016-02-07,New Hampshire,1411.0,rv,43.92218,41.77417
2016-02-05,2016-02-07,New Hampshire,1411.0,rv,43.79448,41.45457
2016-02-04,2016-02-08,U.S.,1311.0,lv,43.41478,35.41163
2016-02-04,2016-02-08,U.S.,1311.0,lv,43.31573,35.740840000000006
2016-02-04,2016-02-08,U.S.,1311.0,lv,43.40916,35.617290000000004
2016-02-05,2016-02-09,U.S.,1322.0,lv,45.509240000000005,33.43442
2016-02-05,2016-02-09,U.S.,1322.0,lv,45.40981,33.76567
2016-02-05,2016-02-09,U.S.,1322.0,lv,45.5036,33.64002
2016-02-06,2016-02-10,U.S.,1304.0,lv,42.90245,35.95814
2016-02-06,2016-02-10,U.S.,1304.0,lv,42.801840000000006,36.29193
2016-02-06,2016-02-10,U.S.,1304.0,lv,42.89679,36.16368
2016-02-07,2016-02-11,U.S.,1284.0,lv,41.3948,36.58245
2016-02-07,2016-02-11,U.S.,1284.0,lv,41.29294,36.91881
2016-02-07,2016-02-11,U.S.,1284.0,lv,41.38911,36.78796
2016-02-08,2016-02-12,U.S.,1288.0,lv,40.88852,37.40301
2016-02-08,2016-02-12,U.S.,1288.0,lv,40.7857,37.74013
2016-02-08,2016-02-12,U.S.,1288.0,lv,40.88286,37.60839
